"release_speed","balls","strikes","pfx_x","pfx_z","plate_x","plate_z","release_spin_rate","class"
86,0,0,-1.33,0.58,-1.06,4.2,2099,"Take"
82,3,2,-0.99,0.95,-1.45,4.1,1687,"Take"
83.7,1,2,-0.6,-0.35,-0.62,2.3,2406,"Strong"
81,1,2,-0.52,-0.32,-0.23,3.43,2472,"Weak/Miss"
92.5,3,2,-0.36,1.57,-0.11,1.63,2180,"Weak/Miss"
91.5,2,2,-0.46,1.5,-1.42,5.74,2170,"Take"
93.3,1,1,0.31,1.15,0,3.41,2285,"Weak/Miss"
92.9,2,1,-0.44,1.49,0.41,1.95,2216,"Take"
89.2,3,2,0.27,0.71,0.94,1.02,2281,"Weak/Miss"
81.6,2,0,-0.7,1,-0.65,1.84,1716,"Weak/Miss"
93.6,1,0,0.5,1.09,-0.26,2.25,2320,"Weak/Miss"
93.4,0,0,0.48,1.22,-1.8,3.93,2393,"Take"
88.9,2,2,0.43,0.54,0.59,1.38,2308,"Take"
91.6,1,0,-0.36,1.53,-0.8,3.69,2190,"Take"
95.4,2,2,-0.16,1.57,-0.57,3.54,2385,"Strong"
92.8,0,0,-0.35,1.73,0.15,0.72,2282,"Take"
87.6,1,2,-0.46,0.49,-2.62,2.53,879,"Take"
95.6,1,1,-0.11,1.47,-0.4,2.72,2269,"Weak/Miss"
95.7,0,1,-0.23,1.62,-1.3,2.66,2166,"Take"
95.7,0,0,-0.11,1.48,-0.73,3,2339,"Weak/Miss"
94.3,1,2,1.15,0.77,-0.51,1.46,2360,"Weak/Miss"
96.8,1,0,1.41,0.84,0.62,2.46,2212,"Strong"
94.7,0,2,1.11,0.64,-0.7,2.1,2328,"Take"
87.9,0,0,-0.1,0.06,1.02,3.5,2287,"Take"
94.2,0,1,1.15,0.42,0.61,3.32,2351,"Take"
93.4,0,0,1.03,0.48,-0.68,2.78,2421,"Strong"
94.8,3,0,-0.4,1.64,-0.97,2.77,2478,"Take"
81.5,2,0,1.18,-0.69,1.64,1.14,2592,"Take"
94.1,1,0,-0.36,1.55,-0.87,2.57,2387,"Take"
93.4,0,0,-0.33,1.53,-1.02,2.77,2312,"Take"
92,3,2,1.18,0.27,-1.29,1.81,2111,"Take"
92.9,2,2,1.01,0.24,0.12,0.56,1863,"Take"
80.4,1,2,-1.02,-0.27,-2.1,1.12,2409,"Take"
80.7,1,2,-0.91,-0.41,-0.21,1.65,2533,"Weak/Miss"
94.3,1,1,1.02,0.31,0.58,2.72,2089,"Weak/Miss"
82.9,3,2,0.6,-1.09,1.28,1.21,2817,"Take"
94.9,2,2,-0.43,1.31,-1.59,3.38,2474,"Take"
81.8,0,0,-0.5,-0.2,-1.34,0.73,2584,"Take"
93.9,1,2,-0.4,1.48,-0.33,4.59,2463,"Take"
93.6,1,2,-0.54,1.63,-0.99,2.73,2304,"Strong"
80.7,0,2,0.84,-0.96,0.64,-0.64,2901,"Take"
79.6,0,2,0.87,-1.23,-0.84,1.92,2823,"Weak/Miss"
93.9,0,1,-0.44,1.47,-0.04,3.29,2389,"Weak/Miss"
81.4,0,0,0.85,-1.08,0.97,0.39,2887,"Weak/Miss"
97.5,1,2,-0.57,1.57,-0.24,4.2,2681,"Weak/Miss"
97.8,0,2,-0.71,1.64,-1.42,2.55,2573,"Take"
97.7,0,1,-0.5,1.67,0.18,2.55,2659,"Weak/Miss"
97.3,0,0,-0.54,1.63,0.06,2.8,2499,"Weak/Miss"
98.5,3,2,-0.94,1.35,0.29,4.22,2242,"Take"
98.1,2,2,-0.95,1.32,-1.89,3.73,2299,"Take"
84.8,1,2,1.08,-1.13,-0.83,0.91,2785,"Take"
94,0,2,-1.27,1.06,0.12,-0.21,1643,"Take"
99.7,0,1,-1.06,1.36,0.41,3.42,2470,"Take"
99.4,0,0,-0.9,1.5,-0.78,2.42,2439,"Weak/Miss"
83.6,1,2,0.91,-1.03,-0.69,1.2,2813,"Weak/Miss"
83.8,1,2,0.94,-1.16,-0.26,0.8,2901,"Weak/Miss"
97.6,0,2,-1.1,1.44,0.53,3.81,2380,"Take"
98.5,0,1,-1.24,1.38,-0.6,2.57,2440,"Weak/Miss"
97.8,0,0,-1.27,1.5,-0.45,2.79,2456,"Weak/Miss"
99.1,2,2,-1,1.52,-0.91,3.58,2308,"Weak/Miss"
99.6,1,2,-0.92,1.28,-2.11,3.67,2362,"Take"
97.6,1,1,-1.06,1.52,-1.18,3.13,2385,"Weak/Miss"
98.9,0,1,-0.93,1.51,0.09,4,2440,"Take"
82.5,0,0,1.18,-0.98,-0.04,1.98,2834,"Take"
92.9,1,1,1.32,0.67,0.68,2.52,2153,"Strong"
80.9,1,0,-0.07,-0.29,-1.14,1.31,2302,"Weak/Miss"
81.7,0,0,1.07,1.09,0.93,3.13,1695,"Take"
80.8,3,2,-0.13,-0.39,-0.27,1.68,2238,"Weak/Miss"
79.8,3,2,0.08,-0.31,-0.99,1.98,2279,"Weak/Miss"
93.5,3,2,1.27,1.04,0.01,1.12,2116,"Weak/Miss"
86.9,2,2,-0.17,0.77,-1.39,0.81,2226,"Take"
82.4,1,2,0.67,1.15,-0.86,1.14,1706,"Take"
83.3,1,2,0.59,1.3,-0.59,2.35,1638,"Weak/Miss"
93.9,1,2,1.13,1.01,1.24,2.62,2220,"Weak/Miss"
81.8,0,2,0,-0.45,-1.47,-0.42,2332,"Take"
92.3,0,1,1.13,0.89,0.69,3.25,2260,"Weak/Miss"
79.2,0,0,0,-0.48,-0.28,1.57,2283,"Weak/Miss"
93.4,2,2,0.69,1.26,-0.92,2.1,2235,"Strong"
81,2,2,-0.14,-0.44,-0.54,1.06,2315,"Strong"
92.4,1,2,0.49,1.15,-1.51,2.54,2157,"Take"
81.1,0,2,-0.17,-0.57,-0.93,0.22,2285,"Take"
92.9,0,0,1.15,0.97,0.78,2.76,2080,"Strong"
85.6,2,2,-0.92,0.13,-0.39,1.79,2151,"Strong"
86.7,1,2,0.3,-1.02,0.99,2.14,624,"Take"
88.3,1,2,0.63,-0.48,0.12,2.44,734,"Weak/Miss"
98.4,1,1,0.29,1.39,-0.95,2.83,2306,"Take"
95.7,1,0,0.41,1.45,-0.46,2.18,2232,"Weak/Miss"
97.7,0,0,0.53,1.32,0.08,4.13,2279,"Take"
93.5,1,2,1.05,0.6,0.26,2.25,1756,"Weak/Miss"
93.5,1,1,1.22,0.55,1.78,2.27,1765,"Weak/Miss"
86.2,0,1,-0.56,0.25,-1.79,1.41,2000,"Take"
93.2,0,0,1.05,0.47,0.17,2.35,1763,"Weak/Miss"
85.2,2,2,-0.16,0.22,-0.89,1.09,1931,"Weak/Miss"
84.7,1,2,-0.09,0.07,-0.72,-0.42,2024,"Take"
95.2,1,1,1.63,0.58,0.55,2,2093,"Weak/Miss"
84.9,1,0,-0.15,0.12,-1.21,0.49,2101,"Weak/Miss"
95.3,0,0,1.57,0.6,0.16,0.67,2004,"Take"
93.6,0,2,-0.33,0.57,-1.86,1.69,2199,"Weak/Miss"
93.7,0,2,1.23,0.81,0.91,1.87,1775,"Weak/Miss"
93.5,0,1,1.36,0.69,0.3,1.64,1806,"Weak/Miss"
94.4,0,1,1.36,0.66,0.59,2.99,2056,"Strong"
93.8,0,1,-0.06,0.28,-1.09,0.56,2163,"Weak/Miss"
92.8,0,0,-0.07,0.42,0.54,1.81,2176,"Take"
94.3,0,0,1.24,0.8,-0.02,1.41,1900,"Take"
94.2,0,0,1.41,0.73,-0.89,1.84,2093,"Take"
92.4,0,1,0.83,1.55,0.51,2.63,2230,"Weak/Miss"
92.2,0,0,0.7,1.46,0.1,2.51,2220,"Take"
83.8,0,2,0.39,-0.26,1.5,0.58,2576,"Weak/Miss"
97.1,0,2,-1.12,1.23,-0.27,1.91,2522,"Strong"
95.5,0,1,-1.02,1.29,-0.24,2.85,2270,"Strong"
95.5,0,0,-0.93,1.33,-0.03,2.61,2343,"Take"
91.6,0,0,0.98,1.18,0.04,1.37,2165,"Weak/Miss"
91.9,0,0,0.87,1.16,-0.22,1.33,1665,"Strong"
91.5,1,0,-0.31,1.42,-0.1,2.27,2364,"Strong"
94.4,0,0,-0.24,1.41,-0.39,0.66,2230,"Take"
97.8,3,1,1.59,0.57,1.26,3.84,2000,"Take"
95.1,1,2,-1.16,1.04,0.2,3.19,2176,"Weak/Miss"
98.7,2,1,1.06,0.71,0.44,4.28,2002,"Take"
93.2,1,1,0.07,0.23,-0.84,3.63,2315,"Take"
87.5,0,1,-1.36,0.75,-3.34,4.67,1875,"Take"
89.9,3,1,-1.15,0.59,-0.97,1.36,1557,"Take"
99.8,1,0,1.37,0.93,0.62,2.97,2019,"Weak/Miss"
86.5,0,2,0.07,0.2,0.46,2.57,2299,"Strong"
93.6,0,0,-0.96,1.14,-0.32,3.16,2160,"Weak/Miss"
99.9,0,0,1.24,0.9,1.8,4,2111,"Take"
92,0,2,-0.9,0.84,-0.55,3.46,1880,"Weak/Miss"
92.2,3,0,-0.36,1.47,-0.35,1.93,2351,"Take"
87.7,2,0,-1.21,0.58,-0.46,1.01,1504,"Take"
91.2,0,1,-1.09,0.9,-1.39,1.88,1929,"Strong"
92,1,0,-1.02,1.25,-1.16,2.05,2168,"Take"
90.6,0,0,-1.16,0.79,-0.97,1.39,1934,"Take"
93,0,0,-0.2,1.54,1.94,1.76,2320,"Take"
92.5,2,2,1.29,1.38,0.66,2.58,2374,"Strong"
79.4,2,1,-0.33,0.02,-0.83,1.68,2519,"Weak/Miss"
91,1,1,1.28,1.36,1.21,4.94,2391,"Take"
90.5,0,1,1.11,1.3,1.6,5.51,2281,"Take"
90,0,0,1.09,1.37,0.43,2.71,2357,"Weak/Miss"
91.4,1,1,1.38,1.22,0.27,3.35,2337,"Weak/Miss"
91.8,0,1,1.31,1.31,1.27,4.8,2360,"Take"
90.7,0,0,1.22,1.13,-0.31,2.6,2370,"Weak/Miss"
91.5,2,2,1.43,1.14,0.64,1.6,2487,"Take"
93,1,2,1.23,1.2,0.59,4.32,2353,"Take"
91.2,1,1,1.4,1.22,1.21,3.02,2450,"Weak/Miss"
91.5,0,1,1.45,1.15,0.45,3.66,2450,"Take"
91.1,0,0,1.31,1.29,0.61,3.48,2384,"Weak/Miss"
93.8,2,0,-0.91,1.3,0.09,3.14,2202,"Weak/Miss"
93.5,1,0,-0.71,1.22,-0.69,3.62,2152,"Take"
92.4,0,0,-0.78,1.3,-1.62,4.16,2168,"Take"
95.2,2,2,-0.47,1.17,0.29,1.81,2104,"Strong"
75.1,1,2,0.9,-1.28,-1.29,4.11,2233,"Take"
88.9,0,2,-0.5,-0.09,0.08,-0.68,1221,"Take"
87.4,0,2,-0.53,0.26,0.02,1.5,1130,"Strong"
85.6,0,1,-0.79,0.33,-0.07,0.73,1319,"Weak/Miss"
91.1,0,0,-0.59,1.17,0.64,2.34,2102,"Take"
98.5,2,2,-0.26,1.16,0.69,2.75,2265,"Weak/Miss"
89,1,2,0.06,0.35,-1.56,2.73,827,"Take"
98.3,1,1,-0.28,1.15,0.1,2.11,2191,"Strong"
96.9,1,0,-0.33,1.06,-0.14,2.9,2232,"Strong"
89.6,0,0,0.11,-0.02,-2.48,3.07,1700,"Take"
86.9,1,1,-0.28,0.07,-0.48,2.22,1296,"Weak/Miss"
94.7,1,0,-0.35,1.17,-0.36,2.88,2206,"Weak/Miss"
94.1,0,0,-0.53,1.19,-0.37,0.74,2089,"Take"
90.7,1,2,-1.55,0.31,-0.08,1.46,2009,"Weak/Miss"
97.1,0,2,-0.86,1.41,-1.04,2.79,2261,"Take"
97.3,0,1,-1.52,0.81,-0.74,3.02,2340,"Weak/Miss"
96.9,0,0,-0.96,1.42,-0.52,1.44,2337,"Take"
92.3,2,0,0.98,1.53,0.63,2.1,2286,"Strong"
82.2,1,0,0.91,0.82,1.39,2.6,1522,"Take"
93.9,0,0,1.06,1.41,1.43,2.61,2397,"Take"
91.2,3,0,-0.85,1.31,0.55,1.65,2231,"Strong"
82.1,2,0,-1.02,0.37,-1.24,2.79,1144,"Take"
90.9,1,0,-0.27,1.75,-0.84,3.47,2495,"Take"
82.4,0,0,-0.87,0.68,-0.91,0.25,1205,"Take"
84.2,1,0,-0.09,0.25,-0.1,2.26,2287,"Strong"
91.7,0,0,1.52,0.49,2.36,2.18,2195,"Take"
94.6,1,2,0.76,1.37,-0.58,2.39,2190,"Weak/Miss"
93.9,1,1,0.98,1.21,0.93,1.59,2251,"Take"
82.1,0,0,-0.66,-0.18,-1.15,1.94,2908,"Weak/Miss"
85.5,1,0,1.4,-0.34,0.12,2.18,1888,"Strong"
77.3,0,0,-0.33,0.17,-1.8,2.41,2173,"Take"
91.9,0,1,-0.28,1.1,0.28,3.04,1792,"Strong"
83,0,0,-0.71,-0.09,0.51,0.93,1256,"Weak/Miss"
93.5,2,2,-0.86,1.04,-1.22,2.4,1811,"Weak/Miss"
82.2,2,1,-0.94,0.13,-0.35,1.61,1479,"Weak/Miss"
91.6,1,1,-1.39,0.63,-0.64,1.07,1939,"Take"
90.8,0,1,-0.74,1.24,-2.6,3.28,2102,"Take"
82.7,0,0,-0.64,0.51,-0.87,1.83,1389,"Take"
93,0,0,-1.02,1.02,-1.35,2.29,1914,"Weak/Miss"
80.8,2,0,-0.95,0.45,-0.66,2.03,1394,"Strong"
75.8,1,0,0.65,-0.93,-2.17,3.51,1854,"Take"
90.8,0,0,-1,1.55,-1.72,1.69,2145,"Take"
82.3,0,1,-0.01,0.22,-0.47,2.02,2044,"Strong"
87.2,0,0,0.4,1.36,-0.71,2.86,1941,"Take"
90.8,0,0,1.05,1.57,0.44,2.65,1963,"Strong"
81.3,2,2,-0.97,1.42,-0.98,2.4,1874,"Weak/Miss"
81,1,2,-0.84,1.02,-0.64,0.91,1729,"Take"
88,1,1,-0.49,1.48,1.13,2.93,2130,"Weak/Miss"
82.3,0,1,0.91,1.05,0.32,1.79,1597,"Weak/Miss"
82.7,1,0,-1.18,1.39,0.44,1.58,1982,"Take"
90.5,0,0,1.27,0.62,0.63,1.94,1853,"Take"
81.2,0,0,-1.25,1.2,0.3,1.25,1930,"Take"
83.3,1,2,-1.53,0.18,-0.99,1.44,2821,"Strong"
93.9,1,1,1.46,0.47,0.55,3.37,1977,"Weak/Miss"
94.6,0,1,1.32,0.57,0.33,1.4,1999,"Take"
94.8,0,0,1.43,0.84,-0.35,2.46,2094,"Strong"
88.3,1,2,-0.99,0.17,-0.81,1.97,1652,"Weak/Miss"
96.6,0,2,-0.66,1.35,0.02,3.8,2402,"Take"
86.8,0,1,-1.02,0.3,-0.46,1.88,1631,"Strong"
86.4,0,0,-0.93,0.35,-0.18,2.65,1644,"Take"
95.8,0,1,-0.81,1.29,0.43,3.04,2318,"Strong"
95.6,0,0,-1.17,1.07,-0.71,2.32,2260,"Take"
94.8,0,0,-1.16,1.13,-0.51,2.44,2277,"Weak/Miss"
82.9,2,2,-1.49,0.05,-0.37,1.7,2671,"Strong"
94.3,2,2,1.26,1.06,-0.43,2.66,2188,"Weak/Miss"
82.6,1,2,-1.27,0.18,-2.99,-0.43,2622,"Take"
83.6,1,2,-1.45,0.24,-0.88,1.36,2685,"Weak/Miss"
93.8,1,1,1.35,0.99,-0.32,2.57,2059,"Weak/Miss"
81.6,0,1,-1.24,0.51,-0.54,1.16,2594,"Take"
80.6,0,0,-1.09,0.24,-0.53,1.86,2444,"Weak/Miss"
91.5,0,0,0.52,1.26,-0.87,2.04,2093,"Weak/Miss"
77.1,1,1,-0.66,-1.12,-0.64,1.64,2431,"Strong"
80.7,1,2,0.8,-0.98,0.01,1.72,2696,"Strong"
80.4,0,1,-0.42,-1.01,-1.43,0.21,2588,"Take"
93.7,1,1,-0.3,1.16,-0.4,2.1,2145,"Strong"
98.1,0,2,-1.11,0.98,-1.41,3.36,2231,"Take"
90.7,0,0,0.64,1.32,-0.39,2.5,2016,"Take"
81.7,0,1,1.03,-0.87,0.6,2.23,2642,"Take"
82.8,0,1,0.52,-0.32,-0.9,-0.37,2426,"Take"
95.9,0,0,-0.9,1.01,-0.3,1.8,2022,"Take"
94.1,0,0,-0.52,1.13,-0.48,1.59,2287,"Take"
85.3,2,2,0.44,0.1,0.54,2.6,2271,"Strong"
92.9,2,1,-1.3,1,-1.23,2.91,1931,"Strong"
87.6,1,1,0.37,0.36,0.93,1.56,2180,"Take"
92.6,1,0,-0.73,1.29,0.74,2.69,1946,"Take"
92.2,0,0,-0.75,1.22,-0.35,3.72,1946,"Take"
84.5,0,0,-0.31,0.39,-0.91,1.22,2673,"Weak/Miss"
92.1,3,2,0,0.92,-0.25,3.11,2560,"Strong"
86.7,2,2,1.59,0.92,1.52,2.44,2200,"Take"
85.9,2,1,-0.67,0.01,-0.06,2.05,2748,"Weak/Miss"
91.6,1,1,0.01,1.05,-1.59,3.26,2528,"Take"
91.5,1,0,-0.02,0.82,-0.81,2.65,2537,"Strong"
81.2,0,0,-0.95,-1.16,-1.02,1.44,2472,"Take"
85.5,1,1,1.59,0.87,1.27,1.92,2151,"Take"
90.1,0,1,0.02,1.17,-0.79,4.15,2555,"Take"
90,0,0,0.11,1.18,-0.52,2.86,2535,"Weak/Miss"
84.1,0,0,0.36,0.17,-0.38,1.2,2475,"Weak/Miss"
85.1,3,2,0.67,-0.55,-1.31,3.42,2597,"Take"
93.2,3,1,0.02,1.08,-0.13,3.18,2297,"Strong"
92.9,2,1,0.37,0.76,1.63,2.85,2358,"Take"
93.1,1,1,-0.43,0.62,-1.03,3.61,2160,"Take"
92.5,0,1,-0.04,1.04,-0.33,5.19,2363,"Take"
85.2,0,0,0.36,-0.48,-0.74,1.67,2431,"Strong"
93.9,3,1,0.36,0.83,-0.09,3.99,2425,"Take"
86.7,2,1,0.39,-0.69,0.38,0.97,2603,"Take"
95.3,1,1,0.28,1,-1,3.91,2396,"Take"
93,0,1,0.35,0.84,0.24,4.39,2347,"Take"
93,0,0,0.21,1.26,0.04,4.03,2379,"Weak/Miss"
88.4,0,2,-0.1,-0.23,-1.38,1.24,2343,"Weak/Miss"
97.7,0,1,0.69,1.25,-0.72,1.65,2390,"Take"
86,0,0,-0.13,-0.22,-0.55,2.33,2263,"Take"
93,0,1,0.07,0.96,-0.18,2.9,2297,"Strong"
85.2,0,0,0.39,-0.62,0.42,0.48,2650,"Weak/Miss"
82.5,0,0,-0.75,-0.45,-0.72,2.14,2566,"Strong"
84.1,3,2,0.29,-0.95,1.28,1.88,2335,"Take"
100,3,1,-0.74,1.35,-0.58,1.79,2349,"Weak/Miss"
99.8,2,1,-0.61,1.42,-1.72,2.35,2276,"Take"
95.4,2,2,0.45,1.48,-0.98,2.93,2217,"Weak/Miss"
85.1,2,0,0.54,-0.32,-0.16,3.46,2071,"Take"
88.4,1,0,-1.09,0.69,-0.66,0.7,1347,"Take"
88.1,1,2,1.39,0.86,0.66,0.59,2427,"Take"
95.8,1,2,0.3,1.29,-1.42,2.17,2307,"Weak/Miss"
87.1,0,0,0.07,-0.08,-0.87,3.88,2095,"Take"
78.8,1,2,-0.85,-1.32,-0.21,1.7,2482,"Weak/Miss"
80.7,0,0,0.72,-1.14,0.01,1.28,2601,"Strong"
83.5,1,2,-0.77,-0.4,-1.07,2.7,2600,"Strong"
84.2,1,1,-0.62,-0.27,0.28,2.68,2501,"Take"
94.6,1,0,0.38,1.62,-0.62,2.57,2261,"Weak/Miss"
95.7,0,0,0.46,1.45,0.31,1.2,2292,"Take"
90.3,0,1,-1.31,0.91,-0.57,1.22,1704,"Strong"
89.7,0,0,0.18,0.48,-0.47,2.63,2526,"Take"
91.5,3,2,-1.23,0.59,-0.25,0.74,1824,"Weak/Miss"
89.3,3,1,-1.02,0.96,-0.58,1.24,1643,"Weak/Miss"
89.1,2,1,-1.13,0.85,-1.52,2.41,1698,"Take"
90.3,1,1,0.28,0.26,0.51,-1.21,2650,"Take"
98.3,1,0,-1.06,1.47,-0.2,1.71,2393,"Take"
91,0,0,-1.23,0.68,0.66,0.01,1657,"Take"
94.7,1,0,-0.13,1.36,0.45,2.43,2189,"Strong"
94.4,0,0,-0.63,1.36,0.03,1.55,2196,"Take"
100.1,0,2,-0.91,1.41,-0.02,2.56,2505,"Strong"
90,0,1,-1.26,0.77,-0.51,1.12,1850,"Weak/Miss"
97.7,0,0,-1.01,1.38,-0.65,2.83,2412,"Weak/Miss"
81.1,1,0,0.79,1,-0.09,2.74,1648,"Weak/Miss"
91.4,0,0,1.27,0.88,0.47,3.82,2113,"Take"
90.9,0,0,1.35,0.87,-0.26,1.93,2052,"Weak/Miss"
93.3,3,2,1.32,0.83,-0.59,1.23,2070,"Take"
82.5,3,2,0.72,1.03,0.96,3.58,1571,"Weak/Miss"
92.3,2,2,1.12,0.87,-0.33,1.21,1945,"Take"
93.2,2,2,1.16,1.06,0.51,3.39,2069,"Weak/Miss"
92.9,2,1,1.18,0.97,0.24,2.07,2086,"Weak/Miss"
97.2,3,2,-0.68,1.26,-0.99,3.12,2039,"Strong"
82,2,0,0.55,1.09,0.18,3.11,1590,"Strong"
85.8,1,0,0.01,0.42,0.58,3.45,2165,"Take"
89.1,3,1,-1.46,0.19,-0.12,1.29,1679,"Weak/Miss"
89.1,2,1,-1.25,0.48,-1.65,1.64,1668,"Take"
92.5,0,0,1.2,0.91,-0.92,0.36,2080,"Take"
98,1,0,-0.97,1.22,-1.55,1.66,2229,"Take"
97.3,0,0,-1.05,1.29,-1.34,2.09,2156,"Take"
80.6,2,1,-0.02,-0.63,-0.4,1.79,2429,"Weak/Miss"
80.7,2,0,0.12,-0.23,1.37,0.43,2569,"Weak/Miss"
86.1,1,0,-1.51,0.66,-1.32,2.76,2319,"Take"
86.4,0,0,-1.5,0.51,-1.56,1.97,2244,"Take"
86.8,3,2,-0.17,0.5,-0.31,3.19,2440,"Weak/Miss"
86.7,2,2,-0.5,0.4,0.76,1.34,2429,"Take"
86.5,2,1,-0.48,0.38,0.07,2.33,2363,"Take"
81.5,1,2,0.58,-0.47,1.48,1.36,2586,"Weak/Miss"
95.5,1,2,-0.8,1.29,0.22,1.61,2491,"Weak/Miss"
86.2,1,1,-0.44,0.34,0.67,3.96,2350,"Take"
81.3,1,0,-0.76,-0.03,-0.88,3.07,2554,"Strong"
94.8,1,1,-0.74,1.38,0.32,1.88,2535,"Weak/Miss"
78.9,0,0,-0.96,0.02,0.1,4.48,2611,"Take"
94.4,0,0,-0.85,1.24,-0.04,1.09,2501,"Take"
77.9,1,2,-0.96,-0.39,-0.55,1.35,2307,"Weak/Miss"
80,0,2,-1.23,-0.33,-1.72,0.44,2428,"Take"
79.1,0,1,-0.9,-0.27,-1.04,0.72,2557,"Weak/Miss"
91.8,0,0,1.12,0.43,-0.63,1.67,1833,"Take"
90.5,0,0,-0.31,1.36,0.98,1.77,2170,"Weak/Miss"
94.1,3,2,-0.57,1.59,1.13,3.44,2045,"Take"
89.6,2,2,0.17,0.84,0.75,3.79,2057,"Take"
93.8,2,2,-0.66,1.85,0.5,3.02,2090,"Weak/Miss"
86.1,1,2,-0.97,1.54,-1.71,3.46,1666,"Take"
93.6,0,2,-0.75,1.86,0.99,5.44,2150,"Take"
93.2,0,1,-0.87,1.58,0.03,3.3,2111,"Strong"
92.5,0,0,-0.77,1.68,1.15,2.62,2119,"Weak/Miss"
99.6,2,2,-0.27,1.43,0.58,2.86,2373,"Strong"
98.8,2,2,-0.38,1.54,0.26,2.08,2460,"Weak/Miss"
98.9,1,2,-0.46,1.86,-0.73,4.07,2506,"Take"
98.7,1,1,-0.47,1.84,0.86,3.37,2574,"Weak/Miss"
98.8,0,1,-0.35,1.41,1.21,2.98,2398,"Take"
97.8,0,0,-0.46,1.54,0.16,3.39,2385,"Take"
93,3,1,-0.47,1.76,-1.02,4.01,2223,"Take"
93.5,2,1,-0.27,1.92,0.8,3.65,2391,"Take"
92.9,1,1,-0.32,1.87,-0.82,4.35,2327,"Take"
92.9,0,1,-0.53,1.99,-0.46,4.03,2331,"Take"
93.3,0,0,-0.48,1.98,-0.39,2.97,2361,"Take"
69.1,3,2,-2.08,0.23,-0.19,2.12,2430,"Weak/Miss"
68,3,1,-2.07,0.26,-0.61,2.89,2418,"Weak/Miss"
84.5,3,0,1.6,0.87,0.06,2.1,2194,"Take"
83.8,2,0,1.21,1.06,-0.94,2.82,2124,"Take"
85,1,0,0.97,1.01,-0.98,2.99,2132,"Take"
84.7,0,0,1.24,0.93,-1.06,2.38,2202,"Take"
69.6,3,2,-1.88,-0.47,-1.89,2.07,2549,"Weak/Miss"
85.2,2,2,1.25,0.98,-1.4,2.25,2078,"Take"
67.2,2,1,-2.16,-0.02,0.45,3.13,2555,"Take"
70,1,1,-1.88,-0.93,-1.77,1.09,2575,"Take"
84.9,0,1,1.33,0.77,-1.13,2.31,2166,"Take"
84.1,0,0,1.43,1.05,-1.12,2.64,2133,"Take"
93,1,1,0.99,1.74,0.4,2.76,2194,"Strong"
93.1,1,0,0.91,1.55,1.09,2.59,2209,"Weak/Miss"
87.2,0,0,0.65,1.67,-0.24,3.01,2197,"Weak/Miss"
92.6,0,0,0.87,1.38,1.04,3.24,2083,"Take"
89.3,1,2,1.35,1.2,0.88,2.41,1897,"Strong"
88.3,1,1,1.15,0.88,0.11,2.13,1762,"Weak/Miss"
87.3,0,1,0.96,1,0.8,1.85,1739,"Take"
87.5,0,0,1.29,1.02,0.48,1.54,1884,"Strong"
93.7,2,1,0.42,1.16,0.98,1.73,2524,"Strong"
95.9,2,0,-0.19,1.76,0.14,3.14,2442,"Weak/Miss"
87.4,2,2,0.35,0.52,1.22,1.47,2406,"Weak/Miss"
76.7,2,2,0.81,-1.07,0.35,1.22,2726,"Strong"
95.8,1,0,-0.11,1.82,0.85,4.74,2423,"Take"
90.6,1,2,-0.86,1.36,-1.89,3.11,2134,"Take"
96.4,0,0,-0.34,1.78,0.68,4.28,2342,"Take"
87.1,1,1,0.26,0.67,-0.15,2.84,2300,"Weak/Miss"
87.2,1,0,0.22,0.63,0.1,2.48,2397,"Weak/Miss"
90,0,0,-0.69,1.47,-1.32,4.41,2128,"Take"
88.3,3,2,1.39,0.88,0.67,2.97,1857,"Weak/Miss"
88.5,2,2,1.18,0.47,-0.24,1.31,1775,"Take"
71.7,1,2,-1.3,0.2,-2.19,0.56,2231,"Take"
92.9,1,0,-0.44,1.51,0.51,3.31,2223,"Strong"
92.9,0,0,-0.5,1.74,-0.8,2.79,2290,"Take"
70.2,0,2,-1.52,0.37,-1.11,0.44,2161,"Take"
71.8,0,1,-1.26,0.43,-0.07,2.91,2089,"Strong"
88,0,0,1.3,0.9,0.55,1.77,1838,"Take"
86.5,1,2,-0.45,0.27,-0.91,3.33,2817,"Weak/Miss"
86,1,2,-0.26,0.1,0.31,3.07,2820,"Weak/Miss"
92.3,0,2,0.06,1.12,-2.07,3.63,2639,"Take"
91.7,0,1,0.26,1.07,-0.18,3.34,2623,"Weak/Miss"
85.3,0,0,-0.64,0.06,-1.29,2.08,2761,"Weak/Miss"
80.8,1,2,-0.45,-1.1,-0.46,1.78,2495,"Weak/Miss"
91.5,1,1,0.23,1.32,0.4,2.83,2618,"Weak/Miss"
85.4,1,0,-0.48,0.28,-0.85,2.78,2717,"Take"
89.3,0,0,-0.05,1.12,-1.43,3.26,2462,"Take"
92.7,0,1,0.13,1.18,-1.2,2.76,2517,"Weak/Miss"
85.1,0,0,-0.55,0.23,-1.09,1.27,2554,"Weak/Miss"
99.2,0,0,-0.59,1.43,0.51,1.7,2294,"Strong"
95.1,2,2,0.2,1.37,-0.77,2.86,2542,"Take"
86.5,2,2,0.48,-0.17,0.3,1.68,2527,"Weak/Miss"
96.2,1,2,0.2,1.23,-1.17,4.58,2447,"Take"
95.3,1,1,-0.04,1.31,-0.83,3.43,2475,"Weak/Miss"
94.4,1,0,0.28,1.05,-0.67,3.23,2361,"Take"
